time_days,temperature_k,humidity,wind_speed_m_s,dust_thickness,pce_with_environment,etr_with_environment
3.910714e+01,2.992349e+02,6.987424e-01,3.510370e+00,7.973480e-01,1.610274e-01,8.546141e-01
4.010989e+01,2.993689e+02,6.990993e-01,3.514657e+00,8.134339e-01,1.607775e-01,8.535181e-01
4.111264e+01,2.995010e+02,6.993969e-01,3.080146e+00,8.331015e-01,1.604926e-01,8.522331e-01
4.211538e+01,2.996312e+02,6.996351e-01,4.041290e+00,8.410398e-01,1.603281e-01,8.515832e-01
4.311813e+01,2.997594e+02,6.998138e-01,3.800948e+00,8.589455e-01,1.600640e-01,8.504007e-01
4.412088e+01,2.998856e+02,6.999330e-01,4.921905e+00,8.650128e-01,1.599212e-01,8.498589e-01
4.512363e+01,3.000098e+02,6.999926e-01,3.146018e+00,8.963702e-01,1.595240e-01,8.479609e-01
4.612637e+01,3.001318e+02,6.999926e-01,3.748830e+00,9.066832e-01,1.593412e-01,8.471987e-01
4.712912e+01,3.002518e+02,6.999330e-01,3.812150e+00,9.217368e-01,1.591120e-01,8.461857e-01
4.813187e+01,3.003695e+02,6.998138e-01,3.271318e+00,9.423847e-01,1.588278e-01,8.448761e-01
4.913462e+01,3.004851e+02,6.996351e-01,4.134712e+00,9.497360e-01,1.586795e-01,8.442851e-01
5.013736e+01,3.005985e+02,6.993969e-01,3.173012e+00,9.744534e-01,1.583574e-01,8.427655e-01
5.114011e+01,3.007095e+02,6.990993e-01,3.456259e+00,9.871309e-01,1.581585e-01,8.418969e-01
5.214286e+01,3.008183e+02,6.987424e-01,4.284263e+00,9.942365e-01,1.580173e-01,8.413316e-01
5.314560e+01,3.009248e+02,6.983263e-01,4.849993e+00,1.003726e+00,1.578537e-01,8.406424e-01
5.414835e+01,3.010289e+02,6.978511e-01,4.895725e+00,1.018299e+00,1.576405e-01,8.396849e-01
5.515110e+01,3.011306e+02,6.973169e-01,3.730079e+00,1.045385e+00,1.573029e-01,8.380603e-01
5.615385e+01,3.012298e+02,6.967240e-01,4.937985e+00,1.047738e+00,1.572160e-01,8.377671e-01
5.715659e+01,3.013267e+02,6.960724e-01,3.474227e+00,1.078252e+00,1.568474e-01,8.359680e-01
5.815934e+01,3.014210e+02,6.953624e-01,3.324434e+00,1.094895e+00,1.566202e-01,8.349175e-01
5.916209e+01,3.015128e+02,6.945942e-01,3.690556e+00,1.105805e+00,1.564523e-01,8.341788e-01
6.016484e+01,3.016021e+02,6.937680e-01,3.220618e+00,1.125936e+00,1.561934e-01,8.329505e-01
6.116758e+01,3.016889e+02,6.928841e-01,3.560448e+00,1.136928e+00,1.560281e-01,8.322166e-01
6.217033e+01,3.017730e+02,6.919427e-01,3.992883e+00,1.146712e+00,1.558767e-01,8.315522e-01
6.317308e+01,3.018546e+02,6.909442e-01,4.059786e+00,1.160565e+00,1.556861e-01,8.306742e-01
6.417582e+01,3.019335e+02,6.898887e-01,4.216177e+00,1.173291e+00,1.555087e-01,8.298614e-01
6.517857e+01,3.020097e+02,6.887767e-01,4.027049e+00,1.190021e+00,1.552928e-01,8.288388e-01
6.618132e+01,3.020832e+02,6.876084e-01,3.120750e+00,1.215437e+00,1.549916e-01,8.273559e-01
6.718407e+01,3.021541e+02,6.863842e-01,4.247375e+00,1.216181e+00,1.549397e-01,8.271989e-01
6.818681e+01,3.022222e+02,6.851045e-01,4.571606e+00,1.226502e+00,1.547935e-01,8.265339e-01
6.918956e+01,3.022876e+02,6.837696e-01,3.576859e+00,1.253105e+00,1.544859e-01,8.250020e-01
7.019231e+01,3.023502e+02,6.823800e-01,3.397397e+00,1.269667e+00,1.542808e-01,8.240127e-01
7.119505e+01,3.024100e+02,6.809360e-01,3.041113e+00,1.288503e+00,1.540547e-01,8.229065e-01
7.219780e+01,3.024670e+02,6.794381e-01,4.082055e+00,1.289259e+00,1.540116e-01,8.227726e-01
7.320055e+01,3.025212e+02,6.778868e-01,3.741488e+00,1.307748e+00,1.537927e-01,8.216947e-01
7.420330e+01,3.025725e+02,6.762824e-01,4.516106e+00,1.311584e+00,1.537224e-01,8.214057e-01
7.520604e+01,3.026210e+02,6.746256e-01,3.829924e+00,1.334580e+00,1.534621e-01,8.200966e-01
7.620879e+01,3.026667e+02,6.729167e-01,4.794402e+00,1.335547e+00,1.534242e-01,8.199707e-01
7.721154e+01,3.027094e+02,6.711563e-01,4.592929e+00,1.351990e+00,1.532332e-01,8.190221e-01
7.821429e+01,3.027493e+02,6.693448e-01,3.591679e+00,1.379427e+00,1.529341e-01,8.174904e-01
7.921703e+01,3.027862e+02,6.674830e-01,3.929901e+00,1.388499e+00,1.528206e-01,8.169458e-01
8.021978e+01,3.028203e+02,6.655712e-01,4.557195e+00,1.393406e+00,1.527506e-01,8.166289e-01
8.122253e+01,3.028514e+02,6.636101e-01,4.393192e+00,4.227753e-01,1.624377e-01,8.684736e-01
8.222527e+01,3.028796e+02,6.616002e-01,4.356985e+00,4.403840e-01,1.622433e-01,8.674845e-01
8.322802e+01,3.029048e+02,6.595422e-01,4.307428e+00,4.579967e-01,1.620509e-01,8.665005e-01
8.423077e+01,3.029271e+02,6.574367e-01,4.696425e+00,4.734761e-01,1.618817e-01,8.656359e-01
8.523352e+01,3.029464e+02,6.552842e-01,4.182291e+00,4.931938e-01,1.616722e-01,8.645499e-01
8.623626e+01,3.029628e+02,6.530855e-01,4.064997e+00,5.110008e-01,1.614838e-01,8.635714e-01
8.723901e+01,3.029762e+02,6.508412e-01,3.937083e+00,5.288362e-01,1.612970e-01,8.625967e-01
8.824176e+01,3.029866e+02,6.485519e-01,3.178372e+00,5.501066e-01,1.610780e-01,8.614436e-01
8.924451e+01,3.029940e+02,6.462184e-01,3.445647e+00,5.657664e-01,1.609169e-01,8.605956e-01
9.024725e+01,3.029985e+02,6.438413e-01,3.465948e+00,5.827076e-01,1.607451e-01,8.596844e-01
9.125000e+01,3.030000e+02,6.414214e-01,3.007276e+00,6.024524e-01,1.605471e-01,8.586285e-01
9.225275e+01,3.029985e+02,6.389593e-01,4.050107e+00,6.130238e-01,1.604429e-01,8.580682e-01
9.325549e+01,3.029940e+02,6.364558e-01,4.499892e+00,6.269516e-01,1.603070e-01,8.573336e-01
9.425824e+01,3.029866e+02,6.339116e-01,4.629344e+00,6.427312e-01,1.601546e-01,8.565052e-01
9.526099e+01,3.029762e+02,6.313276e-01,4.712319e+00,6.587087e-01,1.600021e-01,8.556714e-01
9.626374e+01,3.029628e+02,6.287044e-01,3.948200e+00,6.803320e-01,1.597951e-01,8.545410e-01
9.726648e+01,3.029464e+02,6.260429e-01,4.012683e+00,6.963873e-01,1.596457e-01,8.537132e-01
9.826923e+01,3.029271e+02,6.233438e-01,4.132168e+00,7.119639e-01,1.595030e-01,8.529162e-01
9.927198e+01,3.029048e+02,6.206079e-01,3.503733e+00,7.328978e-01,1.593087e-01,8.518377e-01
1.002747e+02,3.028796e+02,6.178362e-01,4.059692e+00,7.451234e-01,1.592033e-01,8.512299e-01
1.012775e+02,3.028514e+02,6.150293e-01,4.648348e+00,7.568787e-01,1.591044e-01,8.506522e-01
1.022802e+02,3.028203e+02,6.121881e-01,3.776922e+00,7.797079e-01,1.588968e-01,8.494874e-01
1.032830e+02,3.027862e+02,6.093136e-01,4.122017e+00,7.931060e-01,1.587853e-01,8.488318e-01
1.042857e+02,3.027493e+02,6.064064e-01,4.235205e+00,8.082106e-01,1.586585e-01,8.480898e-01
1.052885e+02,3.027094e+02,6.034676e-01,3.501932e+00,8.302139e-01,1.584646e-01,8.469838e-01
1.062912e+02,3.026667e+02,6.004979e-01,4.934043e+00,8.341726e-01,1.584531e-01,8.468476e-01
1.072940e+02,3.026210e+02,5.974983e-01,4.492906e+00,8.536304e-01,1.582883e-01,8.458873e-01
1.082967e+02,3.025725e+02,5.944696e-01,3.369888e+00,8.791550e-01,1.580645e-01,8.446072e-01
1.092995e+02,3.025212e+02,5.914128e-01,3.997891e+00,8.893728e-01,1.579957e-01,8.441506e-01
1.103022e+02,3.024670e+02,5.883287e-01,3.304830e+00,2.733977e-01,1.642009e-01,8.772065e-01
1.113049e+02,3.024100e+02,5.852183e-01,3.477963e+00,2.911494e-01,1.640617e-01,8.763601e-01
1.123077e+02,3.023502e+02,5.820826e-01,3.383486e+00,3.095936e-01,1.639173e-01,8.754815e-01
1.133104e+02,3.022876e+02,5.789223e-01,3.432570e+00,9.825870e-02,1.660780e-01,8.869076e-01
1.143132e+02,3.022222e+02,5.757386e-01,4.286917e+00,1.161939e-01,1.659429e-01,8.860671e-01
1.153159e+02,3.021541e+02,5.725323e-01,4.337462e+00,1.348216e-01,1.658026e-01,8.851943e-01
1.163187e+02,3.020832e+02,5.693044e-01,3.245583e+00,1.551179e-01,1.656473e-01,8.842367e-01
1.173214e+02,3.020097e+02,5.660558e-01,3.828727e+00,1.728478e-01,1.655194e-01,8.834211e-01
1.183242e+02,3.019335e+02,5.627876e-01,3.020854e+00,1.929577e-01,1.653694e-01,8.824825e-01
1.193269e+02,3.018546e+02,5.595006e-01,4.688267e+00,2.080919e-01,1.652710e-01,8.818149e-01
1.203297e+02,3.017730e+02,5.561959e-01,4.313215e+00,2.271941e-01,1.651344e-01,8.809391e-01
1.213324e+02,3.016889e+02,5.528745e-01,3.020464e+00,2.486345e-01,1.649759e-01,8.799423e-01
1.223352e+02,3.016021e+02,5.495373e-01,4.324514e+00,2.635851e-01,1.648843e-01,8.792976e-01
1.233379e+02,3.015128e+02,5.461854e-01,3.652084e+00,2.835848e-01,1.647435e-01,8.783864e-01
1.243407e+02,3.014210e+02,5.428197e-01,3.234560e+00,3.029957e-01,1.646102e-01,8.775109e-01
1.253434e+02,3.013267e+02,5.394412e-01,3.911551e+00,3.189804e-01,1.645128e-01,8.768232e-01
1.263462e+02,3.012298e+02,5.360510e-01,3.584743e+00,3.380402e-01,1.643861e-01,8.759747e-01
1.273489e+02,3.011306e+02,5.326501e-01,3.009688e+00,3.580368e-01,1.642514e-01,8.750797e-01
1.283516e+02,3.010289e+02,5.292394e-01,3.065126e+00,3.758032e-01,1.641406e-01,8.743083e-01
1.293544e+02,3.009248e+02,5.258200e-01,4.667417e+00,3.874384e-01,1.640931e-01,8.738699e-01
1.303571e+02,3.008183e+02,5.223929e-01,3.265814e+00,4.106928e-01,1.639298e-01,8.728114e-01
1.313599e+02,3.007095e+02,5.189591e-01,3.152355e+00,4.288937e-01,1.638189e-01,8.720280e-01
1.323626e+02,3.005985e+02,5.155197e-01,3.461601e+00,4.451787e-01,1.637287e-01,8.713510e-01
1.333654e+02,3.004851e+02,5.120757e-01,3.315707e+00,4.633931e-01,1.636203e-01,8.705739e-01
1.343681e+02,3.003695e+02,5.086281e-01,3.462553e+00,4.801816e-01,1.635277e-01,8.698769e-01
1.353709e+02,3.002518e+02,5.051779e-01,3.001183e+00,4.998812e-01,1.634069e-01,8.690269e-01
1.363736e+02,3.001318e+02,5.017261e-01,3.347517e+00,5.155019e-01,1.633286e-01,8.683994e-01
1.373764e+02,3.000098e+02,4.982739e-01,3.754834e+00,5.306158e-01,1.632567e-01,8.678024e-01
1.383791e+02,2.998856e+02,4.948221e-01,4.400800e+00,5.442293e-01,1.632012e-01,8.672894e-01
1.393819e+02,2.997594e+02,4.913719e-01,4.506882e+00,1.681789e-01,1.670933e-01,8.877466e-01
1.403846e+02,2.996312e+02,4.879243e-01,3.706003e+00,1.881255e-01,1.669781e-01,8.869045e-01
1.413874e+02,2.995010e+02,4.844803e-01,3.921151e+00,6.186036e-02,1.683463e-01,8.939369e-01
1.423901e+02,2.993689e+02,4.810409e-01,3.428655e+00,8.124300e-02,1.682398e-01,8.931331e-01
1.433929e+02,2.992349e+02,4.776071e-01,3.839955e+00,9.983246e-02,1.681424e-01,8.923749e-01
1.443956e+02,2.990990e+02,4.741800e-01,3.661927e+00,1.188912e-01,1.680412e-01,8.915942e-01
1.453984e+02,2.989613e+02,4.707606e-01,4.660106e+00,1.363289e-01,1.679576e-01,8.909035e-01
1.464011e+02,2.988219e+02,4.673499e-01,3.624663e+00,1.564848e-01,1.678473e-01,8.900689e-01
1.474038e+02,2.986806e+02,4.639490e-01,4.890721e+00,1.729435e-01,1.677756e-01,8.894362e-01
1.484066e+02,2.985377e+02,4.605588e-01,3.873926e+00,1.932521e-01,1.676656e-01,8.885983e-01
1.494093e+02,2.983932e+02,4.571803e-01,3.540656e+00,2.124259e-01,1.675681e-01,8.878239e-01
1.504121e+02,2.982470e+02,4.538146e-01,3.529383e+00,2.309065e-01,1.674785e-01,8.870891e-01
1.514148e+02,2.980993e+02,4.504627e-01,3.925565e+00,2.483036e-01,1.674007e-01,8.864151e-01
1.524176e+02,2.979501e+02,4.471255e-01,4.033636e+00,2.662526e-01,1.672837e-01,8.856198e-01
1.534203e+02,2.977994e+02,4.438041e-01,3.222402e+00,2.867134e-01,1.670745e-01,8.845120e-01
1.544231e+02,2.976472e+02,4.404994e-01,3.437114e+00,3.042783e-01,1.668948e-01,8.835606e-01
1.554258e+02,2.974937e+02,4.372124e-01,3.375434e+00,3.225844e-01,1.667075e-01,8.825692e-01
1.564286e+02,2.973388e+02,4.339442e-01,3.064404e+00,3.416913e-01,1.665121e-01,8.815345e-01
1.574313e+02,2.971827e+02,4.306956e-01,4.618028e+00,3.541755e-01,1.663842e-01,8.808575e-01
1.584341e+02,2.970253e+02,4.274677e-01,4.501122e+00,3.722911e-01,1.661989e-01,8.798765e-01
1.594368e+02,2.968667e+02,4.242614e-01,3.911592e+00,3.922272e-01,1.659950e-01,8.787971e-01
1.604396e+02,2.967069e+02,4.210777e-01,4.531229e+00,4.073591e-01,1.658401e-01,8.779772e-01
1.614423e+02,2.965460e+02,4.179174e-01,4.799357e+00,4.237060e-01,1.656729e-01,8.770917e-01
1.624451e+02,2.963841e+02,4.147817e-01,3.346034e+00,4.475311e-01,1.654294e-01,8.758025e-01
1.634478e+02,2.962212e+02,4.116713e-01,3.654182e+00,4.636519e-01,1.652644e-01,8.749293e-01
1.644505e+02,2.960573e+02,4.085872e-01,4.554171e+00,4.767694e-01,1.651301e-01,8.742182e-01
1.654533e+02,2.958925e+02,4.055304e-01,4.078974e+00,4.963248e-01,1.649302e-01,8.731596e-01
1.664560e+02,2.957269e+02,4.025017e-01,4.333043e+00,5.122370e-01,1.647674e-01,8.722978e-01
1.674588e+02,2.955604e+02,3.995021e-01,4.428989e+00,5.288324e-01,1.645976e-01,8.713990e-01
1.684615e+02,2.953932e+02,3.965324e-01,3.872618e+00,5.488960e-01,1.643925e-01,8.703131e-01
1.694643e+02,2.952252e+02,3.935936e-01,3.061266e+00,5.705511e-01,1.641711e-01,8.691412e-01
1.704670e+02,2.950566e+02,3.906864e-01,4.337726e+00,5.802123e-01,1.640721e-01,8.686170e-01
1.714698e+02,2.948874e+02,3.878119e-01,4.908225e+00,5.936460e-01,1.639346e-01,8.678891e-01
1.724725e+02,2.947176e+02,3.849707e-01,3.420436e+00,6.194616e-01,1.636708e-01,8.664927e-01
1.734753e+02,2.945473e+02,3.821638e-01,4.149748e+00,6.316874e-01,1.635457e-01,8.658301e-01
1.744780e+02,2.943765e+02,3.793921e-01,4.155816e+00,6.483083e-01,1.633757e-01,8.649303e-01
1.754808e+02,2.942054e+02,3.766562e-01,4.810396e+00,6.605629e-01,1.632503e-01,8.642662e-01
1.764835e+02,2.940338e+02,3.739571e-01,4.718736e+00,6.776021e-01,1.630761e-01,8.633438e-01
1.774863e+02,2.938620e+02,3.712956e-01,4.769769e+00,6.936158e-01,1.629123e-01,8.624769e-01
1.784890e+02,2.936899e+02,3.686724e-01,4.485379e+00,7.119316e-01,1.627251e-01,8.614856e-01
1.794918e+02,2.935176e+02,3.660884e-01,4.848178e+00,7.255694e-01,1.625855e-01,8.607470e-01
1.804945e+02,2.933452e+02,3.635442e-01,3.120222e+00,7.546486e-01,1.622886e-01,8.591747e-01
1.814973e+02,2.931726e+02,3.610407e-01,4.693205e+00,7.589826e-01,1.622439e-01,8.589385e-01
1.825000e+02,2.930000e+02,3.585786e-01,3.534392e+00,7.840631e-01,1.619877e-01,8.575822e-01
1.835027e+02,2.928274e+02,3.561587e-01,3.985730e+00,7.966287e-01,1.618592e-01,8.569016e-01
1.845055e+02,2.926548e+02,3.537816e-01,3.765301e+00,8.144540e-01,1.616770e-01,8.559371e-01
1.855082e+02,2.924824e+02,3.514481e-01,4.706038e+00,8.226814e-01,1.615927e-01,8.554909e-01
1.865110e+02,2.923101e+02,3.491588e-01,4.528795e+00,8.399587e-01,1.614161e-01,8.545560e-01
1.875137e+02,2.921380e+02,3.469145e-01,4.144706e+00,8.590063e-01,1.612215e-01,8.535257e-01
1.885165e+02,2.919662e+02,3.447158e-01,4.202285e+00,2.622764e-01,1.673072e-01,8.857438e-01
1.895192e+02,2.917946e+02,3.425633e-01,3.979664e+00,2.810292e-01,1.671155e-01,8.847294e-01
1.905220e+02,2.916235e+02,3.404578e-01,3.351513e+00,3.010097e-01,1.669114e-01,8.836487e-01
1.915247e+02,2.914527e+02,3.383998e-01,3.019142e+00,3.202089e-01,1.667153e-01,8.826102e-01
1.925275e+02,2.912824e+02,3.363899e-01,4.954950e+00,3.318468e-01,1.665962e-01,8.819801e-01
1.935302e+02,2.911126e+02,3.344288e-01,4.478017e+00,3.512237e-01,1.663983e-01,8.809321e-01
1.945330e+02,2.909434e+02,3.325170e-01,3.668307e+00,3.719424e-01,1.661867e-01,8.798117e-01
1.955357e+02,2.907748e+02,3.306552e-01,3.769504e+00,3.893401e-01,1.660089e-01,8.788707e-01
1.965385e+02,2.906068e+02,3.288437e-01,3.802464e+00,4.069087e-01,1.658294e-01,8.779205e-01
1.975412e+02,2.904396e+02,3.270833e-01,3.586554e+00,4.254525e-01,1.656400e-01,8.769178e-01
1.985440e+02,2.902731e+02,3.253744e-01,3.071923e+00,4.453320e-01,1.654370e-01,8.758429e-01
1.995467e+02,2.901075e+02,3.237176e-01,4.883141e+00,4.546362e-01,1.653418e-01,8.753391e-01
2.005495e+02,2.899427e+02,3.221132e-01,3.351397e+00,4.791478e-01,1.650916e-01,8.740142e-01
2.015522e+02,2.897788e+02,3.205619e-01,3.719003e+00,1.484250e-01,1.684643e-01,8.918696e-01
2.025549e+02,2.896159e+02,3.190640e-01,3.384368e+00,1.676613e-01,1.682678e-01,8.908296e-01
2.035577e+02,2.894540e+02,3.176200e-01,3.980304e+00,1.852180e-01,1.680885e-01,8.898804e-01
2.045604e+02,2.892931e+02,3.162304e-01,3.853724e+00,2.039547e-01,1.678972e-01,8.888675e-01
2.055632e+02,2.891333e+02,3.148955e-01,3.473495e+00,2.232300e-01,1.677004e-01,8.878256e-01
2.065659e+02,2.889747e+02,3.136158e-01,3.963585e+00,2.404729e-01,1.675243e-01,8.868935e-01
2.075687e+02,2.888173e+02,3.123916e-01,4.573054e+00,2.571617e-01,1.673539e-01,8.859913e-01
2.085714e+02,2.886612e+02,3.112233e-01,4.445659e+00,8.267696e-02,1.691332e-01,8.954112e-01
2.095742e+02,2.885063e+02,3.101113e-01,3.639535e+00,1.022979e-01,1.689329e-01,8.943508e-01
2.105769e+02,2.883528e+02,3.090558e-01,3.088338e+00,1.218437e-01,1.687334e-01,8.932945e-01
2.115797e+02,2.882006e+02,3.080573e-01,4.242418e+00,1.391331e-01,1.685569e-01,8.923601e-01
2.125824e+02,2.880499e+02,3.071159e-01,4.976433e+00,4.697764e-02,1.694966e-01,8.973350e-01
2.135852e+02,2.879007e+02,3.062320e-01,4.451378e+00,6.616530e-02,1.693008e-01,8.962982e-01
2.145879e+02,2.877530e+02,3.054058e-01,4.699223e+00,8.481941e-02,1.691104e-01,8.952903e-01
2.155907e+02,2.876068e+02,3.046376e-01,4.751075e+00,1.035083e-01,1.689197e-01,8.942805e-01
2.165934e+02,2.874623e+02,3.039276e-01,3.720134e+00,1.234323e-01,1.687163e-01,8.932042e-01
2.175962e+02,2.873194e+02,3.032760e-01,3.452878e+00,1.425888e-01,1.685209e-01,8.921693e-01
2.185989e+02,2.871781e+02,3.026831e-01,3.402175e+00,1.614214e-01,1.683287e-01,8.911519e-01
2.196016e+02,2.870387e+02,3.021489e-01,4.940472e+00,1.773574e-01,1.681661e-01,8.902911e-01
2.206044e+02,2.869010e+02,3.016737e-01,4.490303e+00,1.965668e-01,1.679701e-01,8.892535e-01
2.216071e+02,2.867651e+02,3.012576e-01,3.729926e+00,2.165426e-01,1.677663e-01,8.881746e-01
2.226099e+02,2.866311e+02,3.009007e-01,3.580248e+00,7.058884e-02,1.692548e-01,8.960546e-01
2.236126e+02,2.864990e+02,3.006031e-01,4.280545e+00,8.897780e-02,1.690672e-01,8.950615e-01
2.246154e+02,2.863688e+02,3.003649e-01,3.673731e+00,1.084399e-01,1.688686e-01,8.940105e-01
2.256181e+02,2.862406e+02,3.001862e-01,4.452195e+00,1.262977e-01,1.686865e-01,8.930461e-01
2.266209e+02,2.861144e+02,3.000670e-01,3.540149e+00,1.462494e-01,1.684830e-01,8.919688e-01
2.276236e+02,2.859902e+02,3.000074e-01,4.745224e+00,1.629927e-01,1.683122e-01,8.910647e-01
2.286264e+02,2.858682e+02,3.000074e-01,4.991617e+00,5.429022e-02,1.694208e-01,8.969338e-01
2.296291e+02,2.857482e+02,3.000670e-01,4.844479e+00,7.320688e-02,1.692279e-01,8.959125e-01
2.306319e+02,2.856305e+02,3.001862e-01,4.782976e+00,9.202483e-02,1.690360e-01,8.948966e-01
2.316346e+02,2.855149e+02,3.003649e-01,4.244964e+00,1.113200e-01,1.688393e-01,8.938550e-01
2.326374e+02,2.854015e+02,3.006031e-01,3.870863e+00,1.305309e-01,1.686434e-01,8.928179e-01
2.336401e+02,2.852905e+02,3.009007e-01,4.537147e+00,1.482582e-01,1.684626e-01,8.918611e-01
2.346429e+02,2.851817e+02,3.012576e-01,4.534360e+00,1.667827e-01,1.682738e-01,8.908612e-01
2.356456e+02,2.850752e+02,3.016737e-01,3.064885e+00,1.879709e-01,1.680578e-01,8.897176e-01
2.366484e+02,2.849711e+02,3.021489e-01,4.649072e+00,2.033680e-01,1.679008e-01,8.888867e-01
2.376511e+02,2.848694e+02,3.026831e-01,4.212824e+00,2.226150e-01,1.677046e-01,8.878480e-01
2.386538e+02,2.847702e+02,3.032760e-01,3.071482e+00,7.309942e-02,1.692296e-01,8.959212e-01
2.396566e+02,2.846733e+02,3.039276e-01,3.474688e+00,9.183105e-02,1.690386e-01,8.949104e-01
2.406593e+02,2.845790e+02,3.046376e-01,4.348793e+00,1.098166e-01,1.688553e-01,8.939399e-01
2.416621e+02,2.844872e+02,3.054058e-01,4.949883e+00,1.277560e-01,1.686725e-01,8.929720e-01
2.426648e+02,2.843979e+02,3.062320e-01,3.712939e+00,1.480997e-01,1.684652e-01,8.918744e-01
2.436676e+02,2.843111e+02,3.071159e-01,3.587663e+00,1.669874e-01,1.682727e-01,8.908554e-01
2.446703e+02,2.842270e+02,3.080573e-01,3.847382e+00,1.851332e-01,1.680878e-01,8.898765e-01
2.456731e+02,2.841454e+02,3.090558e-01,3.415955e+00,2.045182e-01,1.678902e-01,8.888307e-01
2.466758e+02,2.840665e+02,3.101113e-01,4.828286e+00,2.199007e-01,1.677335e-01,8.880011e-01
2.476786e+02,2.839903e+02,3.112233e-01,4.727214e+00,2.383192e-01,1.675459e-01,8.870077e-01
