material_name,pce,b_index,sustainability_score,timestamp,chemical_potential,chemical_hardness,electrophilicity
PM6 Derivative (Molecule A),0.155,72.0,0.990515873015873,2026-02-24T17:05:45.594895,-4.300000000000001,1.1,8.404545454545456
