,site,f_plus,f_zero,dual
0,0,-0.0022593748595424183,-0.007088170522552223,0.00965759132601961
1,1,-0.010273263285203223,-0.007357820708580664,-0.005830885153245119
2,2,-0.779144154870913,-0.48100250877016315,-0.5962832922014998
3,3,-0.18939729864429367,-0.3739687740098294,0.3691429507310715
4,4,-0.011689305442973304,-0.05487004054804503,0.08636147021014344
5,5,-9.1000118438267e-05,-0.004169277679603826,0.008156555122331119
6,6,-0.007145602778635824,-0.07154340776122556,0.12879560996517947
