timestamp,system_lifetime_years,system_efficiency,annual_irradiance_kwh_per_m2,total_carbon_kg_co2eq,total_energy_mj,lifetime_energy_kwh_per_m2,carbon_footprint_gco2eq_per_kwh,energy_payback_time_years,eroi,manufacturing_carbon_kg_co2eq,manufacturing_energy_mj,operational_carbon_kg_co2eq,operational_energy_mj,eol_carbon_kg_co2eq,eol_recycled_mass,eol_landfill_mass,comparison_to_silicon_carbon,comparison_to_silicon_epbt
20260224_161125,2.000000e+01,1.500000e-01,1.700000e+03,3.828840e+02,2.760000e+03,5.100000e+03,7.507529e+01,1.633987e+00,6.652174e+00,2.083500e+02,1500,1.250100e+02,9.000000e+02,4.952400e+01,2.400000e-01,6.000000e-02,1.876882e+00,8.169935e-01
