Time_fs,Site_0_Population,Site_1_Population,Site_2_Population,Site_3_Population,Site_4_Population,Site_5_Population,Site_6_Population
0.0,0.0650858899715118,0.13696970836300595,0.2893600997980807,0.205075047113381,0.12244843106650051,0.1245268112108365,0.056534012476683375
5.05050505050505,0.1428571428428047,0.14285714284280512,0.1428571428428052,0.14285714284280512,0.14285714284280493,0.14285714284280493,0.1428571428428047
10.1010101010101,0.14285714282846684,0.14285714282846723,0.14285714282846734,0.14285714282846723,0.14285714282846704,0.14285714282846704,0.14285714282846684
15.15151515151515,0.14285714281412895,0.14285714281412934,0.14285714281412942,0.14285714281412934,0.14285714281412915,0.14285714281412915,0.14285714281412895
20.2020202020202,0.14285714279979106,0.14285714279979145,0.14285714279979156,0.14285714279979145,0.14285714279979128,0.14285714279979128,0.14285714279979106
25.252525252525253,0.1428571427182633,0.14285714271826375,0.14285714271826344,0.14285714271826344,0.1428571427182633,0.14285714271826358,0.1428571427182633
30.3030303030303,0.14285714267364152,0.14285714267364152,0.14285714267364147,0.14285714267364127,0.142857142673641,0.14285714267364136,0.14285714267364136
35.35353535353535,0.14285714262901944,0.14285714262901944,0.14285714262901938,0.1428571426290192,0.14285714262901894,0.14285714262901925,0.14285714262901925
40.4040404040404,0.14285714254749127,0.14285714254749174,0.1428571425474914,0.1428571425474914,0.14285714254749127,0.14285714254749157,0.14285714254749127
45.45454545454545,0.14285714246596343,0.14285714246596387,0.14285714246596354,0.14285714246596354,0.14285714246596343,0.14285714246596373,0.14285714246596343
50.505050505050505,0.1428571423844356,0.14285714238443603,0.1428571423844357,0.1428571423844357,0.1428571423844356,0.14285714238443586,0.1428571423844356
55.55555555555555,0.14285714237103464,0.14285714237103464,0.14285714237103425,0.1428571423710343,0.14285714237103447,0.14285714237103458,0.1428571423710345
60.6060606060606,0.1428571422895065,0.14285714228950694,0.14285714228950663,0.14285714228950663,0.1428571422895065,0.14285714228950677,0.1428571422895065
65.65656565656565,0.14285714227610555,0.14285714227610555,0.14285714227610516,0.14285714227610524,0.14285714227610535,0.14285714227610552,0.1428571422761054
70.7070707070707,0.1428571421945774,0.14285714219457785,0.14285714219457754,0.14285714219457754,0.1428571421945774,0.14285714219457768,0.1428571421945774
75.75757575757575,0.14285714211304956,0.14285714211305,0.14285714211304967,0.14285714211304967,0.14285714211304956,0.14285714211304984,0.14285714211304956
80.8080808080808,0.1428571420315217,0.14285714203152217,0.14285714203152183,0.14285714203152183,0.1428571420315217,0.142857142031522,0.1428571420315217
85.85858585858585,0.14285714194999385,0.14285714194999433,0.14285714194999397,0.14285714194999397,0.14285714194999385,0.14285714194999413,0.14285714194999385
90.9090909090909,0.142857141868466,0.14285714186846643,0.14285714186846615,0.14285714186846615,0.142857141868466,0.1428571418684663,0.142857141868466
95.95959595959596,0.14285714178693815,0.1428571417869386,0.14285714178693829,0.14285714178693829,0.14285714178693815,0.14285714178693845,0.14285714178693815
101.01010101010101,0.1428571417054103,0.14285714170541075,0.14285714170541042,0.14285714170541042,0.1428571417054103,0.14285714170541058,0.1428571417054103
106.06060606060605,0.14285714163936572,0.14285714163936594,0.14285714163936575,0.14285714163936583,0.142857141639366,0.14285714163936594,0.14285714163936591
111.1111111111111,0.14285714155783785,0.14285714155783835,0.142857141557838,0.142857141557838,0.14285714155783785,0.14285714155783816,0.14285714155783785
116.16161616161615,0.14285714147631,0.14285714147631046,0.14285714147631012,0.14285714147631012,0.14285714147631,0.14285714147631032,0.14285714147631
121.2121212121212,0.14285714139478214,0.14285714139478262,0.14285714139478228,0.14285714139478228,0.14285714139478214,0.14285714139478245,0.14285714139478214
126.26262626262626,0.1428571413132543,0.14285714131325478,0.14285714131325442,0.14285714131325442,0.1428571413132543,0.14285714131325458,0.1428571413132543
131.3131313131313,0.14285714124720972,0.14285714124720994,0.14285714124720975,0.14285714124720983,0.14285714124721,0.14285714124720994,0.1428571412472099
136.36363636363635,0.14285714116568188,0.14285714116568232,0.142857141165682,0.142857141165682,0.14285714116568188,0.14285714116568216,0.14285714116568188
141.4141414141414,0.142857141084154,0.14285714108415448,0.14285714108415415,0.14285714108415415,0.142857141084154,0.14285714108415432,0.142857141084154
146.46464646464645,0.14285714100262617,0.14285714100262664,0.1428571410026263,0.1428571410026263,0.14285714100262617,0.14285714100262645,0.14285714100262617
151.5151515151515,0.14285714092109833,0.1428571409210988,0.14285714092109847,0.14285714092109847,0.14285714092109833,0.1428571409210986,0.14285714092109833
156.56565656565655,0.14285714083957046,0.14285714083957093,0.14285714083957063,0.14285714083957063,0.14285714083957046,0.14285714083957077,0.14285714083957046
161.6161616161616,0.14285714075804262,0.14285714075804307,0.14285714075804276,0.14285714075804276,0.14285714075804262,0.14285714075804293,0.14285714075804262
166.66666666666666,0.14285714067651475,0.14285714067651523,0.14285714067651492,0.14285714067651492,0.14285714067651475,0.14285714067651506,0.14285714067651475
171.7171717171717,0.14285714059498691,0.1428571405949874,0.14285714059498705,0.14285714059498705,0.14285714059498691,0.14285714059498722,0.14285714059498691
176.76767676767676,0.14285714051345905,0.14285714051345952,0.1428571405134592,0.1428571405134592,0.14285714051345905,0.14285714051345935,0.14285714051345905
181.8181818181818,0.1428571404319312,0.14285714043193165,0.14285714043193135,0.14285714043193135,0.1428571404319312,0.1428571404319315,0.1428571404319312
186.86868686868686,0.14285714035040334,0.1428571403504038,0.1428571403504035,0.1428571403504035,0.14285714035040334,0.14285714035040364,0.14285714035040334
