Time_fs,VonNeumann_Entropy,Purity,Linear_Entropy,Bipartite_Entanglement,Multipartite_Entanglement,Pairwise_Concurrence
0.0,1.5228231944371022,0.28921703808296295,0.8292467889032099,0.8567341785876825,0.752822815631808,0.0
5.05050505050505,1.9459101489603765,0.14285714282846707,1.0,1.0986122886681098,0.9574983485564094,0.0
10.1010101010101,1.9459101488654402,0.1428571427997913,1.0,1.0986122886681098,0.9574983485564091,0.0
15.15151515151515,1.945910148770504,0.1428571427711155,1.0,1.0986122886681098,0.9574983485564091,0.0
20.2020202020202,1.9459101486755666,0.14285714274243977,1.0,1.0986122886681098,0.9574983485564091,0.0
25.252525252525253,1.945910148135741,0.14285714257938403,1.0,1.0986122886681096,0.957498348556409,0.0
30.3030303030303,1.9459101478402818,0.14285714249013984,1.0,1.0986122886681096,0.9574983485564091,0.0
35.35353535353535,1.9459101475448224,0.1428571424008957,1.0,1.0986122886681098,0.9574983485564091,0.0
40.4040404040404,1.945910147004996,0.14285714223783996,1.0,1.09861228866811,0.9574983485564094,0.0
45.45454545454545,1.9459101464651698,0.14285714207478428,1.0,1.0986122886681096,0.957498348556409,0.0
50.505050505050505,1.945910145925344,0.1428571419117286,1.0,1.0986122886681096,0.9574983485564091,0.0
55.55555555555555,1.9459101458366093,0.1428571418849261,1.0,1.0986122886681096,0.9574983485564091,0.0
60.6060606060606,1.945910145296783,0.14285714172187042,1.0,1.0986122886681096,0.9574983485564091,0.0
65.65656565656565,1.9459101452080487,0.14285714169506794,1.0,1.0986122886681098,0.9574983485564094,0.0
70.7070707070707,1.9459101446682223,0.14285714153201226,1.0,1.0986122886681096,0.9574983485564091,0.0
75.75757575757575,1.9459101441283968,0.14285714136895655,1.0,1.0986122886681096,0.957498348556409,0.0
80.8080808080808,1.9459101435885702,0.14285714120590084,1.0,1.0986122886681096,0.9574983485564091,0.0
85.85858585858585,1.945910143048744,0.14285714104284514,1.0,1.0986122886681096,0.9574983485564091,0.0
