Time_fs,Coherence_Re_0_1,Coherence_Re_0_2,Coherence_Re_0_3,Coherence_Re_0_4,Coherence_Re_0_5,Coherence_Re_0_6,Coherence_Re_1_0,Coherence_Re_1_2,Coherence_Re_1_3,Coherence_Re_1_4,Coherence_Re_1_5,Coherence_Re_1_6,Coherence_Re_2_0,Coherence_Re_2_1,Coherence_Re_2_3,Coherence_Re_2_4,Coherence_Re_2_5,Coherence_Re_2_6,Coherence_Re_3_0,Coherence_Re_3_1,Coherence_Re_3_2,Coherence_Re_3_4,Coherence_Re_3_5,Coherence_Re_3_6,Coherence_Re_4_0,Coherence_Re_4_1,Coherence_Re_4_2,Coherence_Re_4_3,Coherence_Re_4_5,Coherence_Re_4_6,Coherence_Re_5_0,Coherence_Re_5_1,Coherence_Re_5_2,Coherence_Re_5_3,Coherence_Re_5_4,Coherence_Re_5_6,Coherence_Re_6_0,Coherence_Re_6_1,Coherence_Re_6_2,Coherence_Re_6_3,Coherence_Re_6_4,Coherence_Re_6_5
50.505050505050505,-1.5182966054951802e-16,3.818629806435314e-18,6.054807043228414e-17,1.1337533361306957e-17,8.141273158343538e-17,-7.717066401464743e-17,-1.3577653324631354e-16,-1.689740381272656e-17,-1.529338003731151e-16,6.858842874570043e-17,1.0583733393881943e-16,3.0901959242101693e-17,-4.032059537147663e-18,-3.724829733498351e-17,3.006525733357183e-17,5.82985976006672e-17,-1.3311171087464664e-16,5.966911006771767e-17,4.8569641350586553e-17,-2.0153902408644328e-16,7.460139606290304e-17,-1.1159068786891594e-17,-1.0162560567621699e-16,7.4855700256299e-18,-2.1378189926674338e-17,1.1894582760380618e-16,-1.2793064934834281e-17,1.63590003678583e-17,4.2067999441019697e-17,4.323714380434503e-18,7.320553527782675e-17,6.266854942787712e-17,-1.4912352748780475e-16,-1.232535196675511e-16,4.142671816492973e-17,-8.594806707142131e-17,-1.2728553228866489e-16,-3.852548327834432e-17,6.476508044912753e-17,2.478418939990081e-17,2.469314792355919e-17,-1.1617680644616092e-16
55.55555555555555,-2.7484206891479778e-17,-5.908291861549935e-17,-1.5809964096827333e-17,1.7970407193018094e-17,2.9554752065183786e-18,9.186241471316777e-17,-6.075733353903186e-17,4.6571454618957905e-17,-1.0744308652179786e-16,-7.864471279104762e-18,3.664381526131285e-17,9.8109515739345e-17,-5.2206782785457197e-17,4.129022970304238e-17,1.4143434207507583e-16,4.43944235372459e-17,-1.5229272079117657e-16,4.690283093763225e-17,-1.931767223179767e-17,-1.6274449160150812e-16,1.2519030850769643e-16,-5.653808909379869e-17,-1.4438377530840785e-17,2.5787980928561123e-17,-1.2954266358654437e-17,1.2962510941251942e-17,5.810701748304388e-17,-6.580330397265009e-17,3.197961566663785e-17,2.5184698186170815e-17,3.201632917228643e-18,-1.515655536786528e-17,-1.3916918453579998e-16,-1.958601439025671e-17,5.451953806778023e-17,-7.662880149512176e-17,6.66688963311465e-17,5.59644687006248e-17,5.445779358967986e-17,1.225064564744275e-17,6.622876336872733e-18,-7.855984347374135e-17
60.6060606060606,-1.5182966044866738e-16,3.818629804735459e-18,6.054807039223411e-17,1.1337533354719485e-17,8.141273152837549e-17,-7.7170663965738e-17,-1.3577653315379615e-16,-1.689740380075264e-17,-1.5293380026786522e-16,6.85884286972451e-17,1.0583733386992304e-16,3.0901959221207473e-17,-4.032059531473469e-18,-3.724829730969242e-17,3.006525731328309e-17,5.829859756327244e-17,-1.331117107852161e-16,5.966911002712279e-17,4.856964131963572e-17,-2.0153902395110216e-16,7.460139601426205e-17,-1.1159068777974657e-17,-1.0162560560896056e-16,7.485570020364137e-18,-2.137818991310038e-17,1.1894582752674428e-16,-1.2793064927530668e-17,1.6359000356445374e-17,4.2067999414034004e-17,4.323714376360502e-18,7.320553522826441e-17,6.266854938758236e-17,-1.491235273864333e-16,-1.2325351958256956e-16,4.142671813521326e-17,-8.594806701328937e-17,-1.2728553220459867e-16,-3.8525483255398936e-17,6.476508040463566e-17,2.478418938305418e-17,2.469314790674787e-17,-1.161768063669159e-16
65.65656565656565,-2.748420687062073e-17,-5.908291857633463e-17,-1.5809964087580783e-17,1.7970407181956973e-17,2.9554752023322235e-18,9.186241465447987e-17,-6.075733349694129e-17,4.65714545903538e-17,-1.0744308644945475e-16,-7.864471274568519e-18,3.664381523656103e-17,9.810951567515476e-17,-5.2206782750318257e-17,4.12902296759865e-17,1.4143434198330532e-16,4.4394423510364725e-17,-1.5229272068965184e-16,4.690283090325389e-17,-1.9317672219665873e-17,-1.6274449149523803e-16,1.2519030842699894e-16,-5.653808905305474e-17,-1.4438377522092336e-17,2.5787980908368497e-17,-1.2954266351764362e-17,1.2962510935951646e-17,5.810701744501117e-17,-6.580330392787578e-17,3.197961564989769e-17,2.518469817027363e-17,3.2016329124234026e-18,-1.5156555358899313e-17,-1.3916918444310783e-16,-1.9586014375772555e-17,5.45195380318377e-17,-7.662880144575023e-17,6.666889629124569e-17,5.596446866301958e-17,5.445779355328019e-17,1.22506456381458e-17,6.622876334946761e-18,-7.855984342084085e-17
70.7070707070707,-1.5182966034781667e-16,3.818629803035604e-18,6.054807035218409e-17,1.133753334813201e-17,8.14127314733156e-17,-7.717066391682853e-17,-1.3577653306127884e-16,-1.689740378877871e-17,-1.5293380016261535e-16,6.858842864878977e-17,1.0583733380102663e-16,3.090195920031326e-17,-4.032059525799274e-18,-3.7248297284401344e-17,3.006525729299434e-17,5.829859752587767e-17,-1.3311171069578554e-16,5.96691099865279e-17,4.856964128868488e-17,-2.01539023815761e-16,7.460139596562107e-17,-1.1159068769057715e-17,-1.016256055417041e-16,7.485570015098373e-18,-2.1378189899526424e-17,1.1894582744968239e-16,-1.2793064920227058e-17,1.6359000345032445e-17,4.206799938704832e-17,4.3237143722864996e-18,7.320553517870205e-17,6.266854934728762e-17,-1.4912352728506178e-16,-1.2325351949758799e-16,4.1426718105496784e-17,-8.594806695515745e-17,-1.2728553212053245e-16,-3.852548323245356e-17,6.47650803601438e-17,2.4784189366207544e-17,2.4693147889936544e-17,-1.1617680628767082e-16
75.75757575757575,-1.518296602612179e-16,3.818629801878804e-18,6.05480703178547e-17,1.1337533342816918e-17,8.141273142568089e-17,-7.71706638756815e-17,-1.3577653298099247e-16,-1.68974037782254e-17,-1.529338000709121e-16,6.858842860613353e-17,1.0583733374237489e-16,3.090195918223853e-17,-4.0320595198424664e-18,-3.724829726248544e-17,3.006525727545752e-17,5.829859749424857e-17,-1.3311171061862637e-16,5.966910995132207e-17,4.8569641262582426e-17,-2.0153902369901313e-16,7.460139592418397e-17,-1.1159068760856229e-17,-1.0162560548404152e-16,7.485570010470483e-18,-2.1378189888097367e-17,1.1894582738421507e-16,-1.279306491438777e-17,1.635900033503447e-17,4.206799936422271e-17,4.323714368353112e-18,7.320553513580465e-17,6.266854931316933e-17,-1.4912352719717661e-16,-1.2325351942348925e-16,4.1426718079183626e-17,-8.59480669048633e-17,-1.2728553204852044e-16,-3.8525483213708044e-17,6.476508032140634e-17,2.4784189351602598e-17,2.4693147875352798e-17,-1.1617680621887286e-16
80.8080808080808,-1.5182966017461915e-16,3.818629800722005e-18,6.054807028352531e-17,1.1337533337501829e-17,8.14127313780462e-17,-7.717066383453444e-17,-1.3577653290070608e-16,-1.6897403767672084e-17,-1.529337999792089e-16,6.858842856347731e-17,1.0583733368372312e-16,3.09019591641638e-17,-4.032059513885659e-18,-3.7248297240569526e-17,3.006525725792069e-17,5.829859746261947e-17,-1.331117105414672e-16,5.966910991611623e-17,4.856964123647997e-17,-2.015390235822653e-16,7.460139588274688e-17,-1.115906875265474e-17,-1.0162560542637891e-16,7.485570005842592e-18,-2.137818987666831e-17,1.1894582731874772e-16,-1.2793064908548483e-17,1.635900032503649e-17,4.2067999341397103e-17,4.323714364419724e-18,7.320553509290724e-17,6.266854927905104e-17,-1.4912352710929144e-16,-1.2325351934939048e-16,4.1426718052870474e-17,-8.594806685456916e-17,-1.2728553197650846e-16,-3.8525483194962533e-17,6.476508028266889e-17,2.4784189336997652e-17,2.4693147860769056e-17,-1.1617680615007492e-16
85.85858585858585,-1.5182966008802042e-16,3.818629799565205e-18,6.054807024919592e-17,1.1337533332186736e-17,8.141273133041152e-17,-7.717066379338741e-17,-1.357765328204197e-16,-1.6897403757118773e-17,-1.5293379988750566e-16,6.85884285208211e-17,1.0583733362507135e-16,3.0901959146089075e-17,-4.032059507928852e-18,-3.724829721865362e-17,3.006525724038386e-17,5.829859743099036e-17,-1.3311171046430802e-16,5.96691098809104e-17,4.856964121037751e-17,-2.015390234655174e-16,7.460139584130979e-17,-1.115906874445325e-17,-1.0162560536871631e-16,7.485570001214701e-18,-2.1378189865239256e-17,1.1894582725328045e-16,-1.27930649027092e-17,1.6359000315038512e-17,4.20679993185715e-17,4.3237143604863376e-18,7.320553505000985e-17,6.266854924493274e-17,-1.4912352702140627e-16,-1.2325351927529172e-16,4.142671802655732e-17,-8.594806680427502e-17,-1.2728553190449648e-16,-3.852548317621701e-17,6.476508024393142e-17,2.47841893223927e-17,2.4693147846185317e-17,-1.1617680608127696e-16
90.9090909090909,-1.5182966000142163e-16,3.818629798408405e-18,6.054807021486653e-17,1.1337533326871647e-17,8.141273128277681e-17,-7.717066375224035e-17,-1.357765327401333e-16,-1.689740374656546e-17,-1.529337997958024e-16,6.858842847816486e-17,1.058373335664196e-16,3.090195912801435e-17,-4.032059501972045e-18,-3.7248297196737715e-17,3.006525722284704e-17,5.829859739936127e-17,-1.3311171038714887e-16,5.966910984570457e-17,4.856964118427505e-17,-2.0153902334876951e-16,7.460139579987268e-17,-1.1159068736251762e-17,-1.0162560531105371e-16,7.48556999658681e-18,-2.13781898538102e-17,1.1894582718781316e-16,-1.2793064896869912e-17,1.6359000305040532e-17,4.2067999295745895e-17,4.323714356552949e-18,7.320553500711246e-17,6.266854921081445e-17,-1.491235269335211e-16,-1.2325351920119298e-16,4.1426718000244164e-17,-8.594806675398088e-17,-1.272855318324845e-16,-3.8525483157471506e-17,6.476508020519398e-17,2.4784189307787747e-17,2.469314783160157e-17,-1.1617680601247901e-16
95.95959595959596,-1.518296599148229e-16,3.818629797251605e-18,6.054807018053712e-17,1.1337533321556555e-17,8.14127312351421e-17,-7.717066371109331e-17,-1.3577653265984688e-16,-1.6897403736012146e-17,-1.529337997040992e-16,6.858842843550864e-17,1.0583733350776784e-16,3.0901959109939616e-17,-4.032059496015238e-18,-3.7248297174821803e-17,3.0065257205310203e-17,5.829859736773217e-17,-1.331117103099897e-16,5.966910981049873e-17,4.85696411581726e-17,-2.015390232320217e-16,7.460139575843559e-17,-1.1159068728050274e-17,-1.0162560525339112e-16,7.48556999195892e-18,-2.137818984238114e-17,1.1894582712234584e-16,-1.2793064891030625e-17,1.6359000295042555e-17,4.2067999272920285e-17,4.323714352619562e-18,7.320553496421505e-17,6.266854917669616e-17,-1.4912352684563596e-16,-1.232535191270942e-16,4.1426717973931006e-17,-8.594806670368673e-17,-1.272855317604725e-16,-3.852548313872599e-17,6.476508016645652e-17,2.4784189293182798e-17,2.4693147817017832e-17,-1.1617680594368105e-16
101.01010101010101,-1.5182965982822411e-16,3.8186297960948055e-18,6.054807014620773e-17,1.1337533316241466e-17,8.141273118750741e-17,-7.717066366994627e-17,-1.357765325795605e-16,-1.6897403725458833e-17,-1.5293379961239594e-16,6.858842839285242e-17,1.0583733344911607e-16,3.090195909186489e-17,-4.0320594900584306e-18,-3.7248297152905904e-17,3.0065257187773376e-17,5.829859733610308e-17,-1.3311171023283052e-16,5.96691097752929e-17,4.8569641132070135e-17,-2.0153902311527378e-16,7.460139571699849e-17,-1.1159068719848786e-17,-1.0162560519572853e-16,7.485569987331028e-18,-2.137818983095209e-17,1.1894582705687852e-16,-1.2793064885191337e-17,1.6359000285044575e-17,4.206799925009468e-17,4.323714348686174e-18,7.320553492131767e-17,6.266854914257787e-17,-1.4912352675775082e-16,-1.2325351905299545e-16,4.142671794761785e-17,-8.594806665339259e-17,-1.272855316884605e-16,-3.852548311998048e-17,6.476508012771907e-17,2.478418927857785e-17,2.469314780243409e-17,-1.161768058748831e-16
106.06060606060605,-6.913651941660796e-17,2.5503892229400252e-17,1.459164250283131e-17,1.381818282372132e-17,2.6393462269081566e-18,-1.0468020610389272e-16,-6.206251401156508e-17,2.2568110133882712e-17,-8.674252062296169e-17,-2.5824959119438036e-17,1.160019728016431e-16,-2.3644003384648656e-17,2.561676173036928e-18,-6.699362283241854e-18,1.3318637549137523e-16,8.418371001062417e-17,-9.136564105777137e-17,4.5163700516745237e-17,6.899016594829863e-17,-6.228736311690155e-17,1.5090427406599334e-16,-1.2780150728896009e-16,1.91765004807756e-17,1.3727634801253481e-16,9.756458450781367e-18,-2.2317772942548625e-17,2.7784037616435616e-17,-1.1965338420326578e-16,-1.754681209793074e-17,-2.6507967875218128e-17,2.207866185668729e-17,8.789033874996062e-17,-1.0111893687973378e-16,1.0418005617930603e-17,-8.63347656996567e-18,6.659414427529265e-17,-1.24278187940366e-16,-2.860499680497314e-17,6.895555098419025e-18,1.0078347142318379e-16,-4.1411308701751334e-17,3.125217353003238e-17
111.1111111111111,-1.5182965967148085e-16,3.818629794164469e-18,6.054807008410459e-17,1.1337533306805493e-17,8.14127311010969e-17,-7.717066359592953e-17,-1.3577653243378742e-16,-1.6897403706210843e-17,-1.5293379944569738e-16,6.858842831507896e-17,1.0583733334323116e-16,3.090195905907783e-17,-4.032059478691272e-18,-3.724829711313088e-17,3.006525715596962e-17,5.82985972791143e-17,-1.3311171009297492e-16,5.966910971138287e-17,4.856964108508096e-17,-2.0153902290367328e-16,7.460139564217576e-17,-1.115906870471014e-17,-1.0162560509140779e-16,7.48556997889721e-18,-2.137818981038791e-17,1.1894582693876333e-16,-1.2793064874855555e-17,1.6359000266841474e-17,4.206799920896752e-17,4.3237143413319035e-18,7.320553484349061e-17,6.266854908108421e-17,-1.491235265982262e-16,-1.2325351891826905e-16,4.1426717899561464e-17,-8.594806656215686e-17,-1.272855315582133e-16,-3.8525483086567936e-17,6.476508005731677e-17,2.4784189252067928e-17,2.4693147775957637e-17,-1.1617680574995353e-16
116.16161616161615,-1.5182965958488207e-16,3.818629793007669e-18,6.05480700497752e-17,1.1337533301490402e-17,8.141273105346219e-17,-7.717066355478247e-17,-1.3577653235350103e-16,-1.689740369565753e-17,-1.5293379935399415e-16,6.858842827242274e-17,1.058373332845794e-16,3.0901959041003096e-17,-4.032059472734465e-18,-3.724829709121498e-17,3.0065257138432794e-17,5.829859724748519e-17,-1.3311171001581574e-16,5.966910967617703e-17,4.8569641058978505e-17,-2.015390227869254e-16,7.460139560073866e-17,-1.1159068696508652e-17,-1.0162560503374519e-16,7.485569974269319e-18,-2.1378189798958855e-17,1.1894582687329601e-16,-1.2793064869016266e-17,1.6359000256843494e-17,4.2067999186141906e-17,4.323714337398515e-18,7.32055348005932e-17,6.26685490469659e-17,-1.4912352651034104e-16,-1.2325351884417026e-16,4.1426717873248306e-17,-8.594806651186271e-17,-1.2728553148620128e-16,-3.8525483067822425e-17,6.476508001857931e-17,2.4784189237462976e-17,2.4693147761373888e-17,-1.1617680568115556e-16
121.2121212121212,-1.518296594982833e-16,3.818629791850869e-18,6.054807001544579e-17,1.133753329617531e-17,8.14127310058275e-17,-7.717066351363543e-17,-1.3577653227321464e-16,-1.6897403685104216e-17,-1.529337992622909e-16,6.858842822976649e-17,1.0583733322592764e-16,3.0901959022928363e-17,-4.032059466777657e-18,-3.7248297069299054e-17,3.006525712089596e-17,5.82985972158561e-17,-1.3311170993865657e-16,5.96691096409712e-17,4.856964103287604e-17,-2.015390226701775e-16,7.460139555930156e-17,-1.1159068688307163e-17,-1.0162560497608259e-16,7.485569969641428e-18,-2.1378189787529792e-17,1.189458268078287e-16,-1.279306486317698e-17,1.6359000246845514e-17,4.2067999163316296e-17,4.323714333465128e-18,7.32055347576958e-17,6.266854901284762e-17,-1.4912352642245587e-16,-1.2325351877007152e-16,4.1426717846935154e-17,-8.594806646156855e-17,-1.272855314141893e-16,-3.852548304907691e-17,6.476507997984184e-17,2.4784189222858024e-17,2.4693147746790146e-17,-1.161768056123576e-16
