Time_fs,Coherence_Re_0_1,Coherence_Re_0_2,Coherence_Re_0_3,Coherence_Re_0_4,Coherence_Re_0_5,Coherence_Re_0_6,Coherence_Re_1_0,Coherence_Re_1_2,Coherence_Re_1_3,Coherence_Re_1_4,Coherence_Re_1_5,Coherence_Re_1_6,Coherence_Re_2_0,Coherence_Re_2_1,Coherence_Re_2_3,Coherence_Re_2_4,Coherence_Re_2_5,Coherence_Re_2_6,Coherence_Re_3_0,Coherence_Re_3_1,Coherence_Re_3_2,Coherence_Re_3_4,Coherence_Re_3_5,Coherence_Re_3_6,Coherence_Re_4_0,Coherence_Re_4_1,Coherence_Re_4_2,Coherence_Re_4_3,Coherence_Re_4_5,Coherence_Re_4_6,Coherence_Re_5_0,Coherence_Re_5_1,Coherence_Re_5_2,Coherence_Re_5_3,Coherence_Re_5_4,Coherence_Re_5_6,Coherence_Re_6_0,Coherence_Re_6_1,Coherence_Re_6_2,Coherence_Re_6_3,Coherence_Re_6_4,Coherence_Re_6_5
0.0,-0.024257714395992492,0.004750658004960069,-0.0080239349743719,0.001289600416477469,0.01171427517875567,0.0037305990643661654,-0.024257714395992492,-0.08019367824469438,0.013486695213367312,0.016483948387437216,0.011243689686819536,0.00203523640512973,0.00475065800496007,-0.0801936782446944,-0.15621043289631056,-0.08770144919318176,0.053168026640784925,0.020515116892924744,-0.0080239349743719,0.01348669521336731,-0.15621043289631056,0.014466379889620438,-0.07846205050165644,0.007792596741150206,0.0012896004164774713,0.016483948387437216,-0.08770144919318176,0.014466379889620419,-0.0498506493830198,-0.03134605054644967,0.011714275178755666,0.011243689686819535,0.053168026640784925,-0.07846205050165644,-0.0498506493830198,-0.017056913573854183,0.003730599064366163,0.0020352364051297316,0.020515116892924744,0.0077925967411502095,-0.03134605054644967,-0.017056913573854183
5.05050505050505,-6.479912496342031e-17,9.879503034457442e-17,5.866410604240369e-17,-9.87794610705723e-18,6.4300669832001725e-18,-1.3123760261944562e-16,-6.919468480742234e-17,-6.776948054175683e-17,5.212585125822692e-17,5.099090185148816e-18,9.653173334122257e-17,-3.6886633631049164e-17,7.113446232415916e-17,-8.201747971104068e-17,-9.690456353640022e-17,-2.2012820743932325e-17,3.9652184560479807e-17,3.252672335508784e-19,4.568969898103e-17,-1.4392328739512786e-17,-8.028390951473271e-17,3.108248631676485e-17,-1.1313406414359654e-16,3.1164414407606016e-17,-2.262289700132417e-17,9.449201105858131e-17,-5.570148726242027e-17,3.3722062996835606e-17,2.702702556950938e-17,-1.864893916859791e-17,-5.594286464619469e-18,7.487445653716006e-17,4.377503693164268e-17,-8.498023811018062e-17,-2.7696791607904095e-17,2.9467065359063057e-17,-1.8575637687915954e-16,-1.0440534938510887e-16,7.324325459957389e-20,2.976779872484916e-17,-3.790200045450533e-18,7.598691850620902e-18
10.1010101010101,-6.479912495680459e-17,9.879503033458993e-17,5.866410603623047e-17,-9.877946106033501e-18,6.430066982423237e-18,-1.3123760260612085e-16,-6.919468479954819e-17,-6.77694805347578e-17,5.212585125337273e-17,5.099090184373988e-18,9.653173333159038e-17,-3.688663362712131e-17,7.113446231762348e-17,-8.201747970254753e-17,-9.690456352711598e-17,-2.201282074128804e-17,3.965218455651149e-17,3.252672332268509e-19,4.568969897670386e-17,-1.4392328737495006e-17,-8.028390950637742e-17,3.108248631371275e-17,-1.131340641321229e-16,3.1164414403977694e-17,-2.2622896998826243e-17,9.449201104908232e-17,-5.57014872571307e-17,3.372206299305521e-17,2.702702556638481e-17,-1.8648939167117012e-17,-5.5942864647066805e-18,7.487445652965629e-17,4.377503692761618e-17,-8.498023810133967e-17,-2.769679160608051e-17,2.9467065355994764e-17,-1.8575637686004428e-16,-1.0440534937500288e-16,7.324325381829447e-20,2.976779872138091e-17,-3.790200045247984e-18,7.598691849765864e-18
15.15151515151515,-6.479912495018887e-17,9.879503032460546e-17,5.866410603005729e-17,-9.877946105009778e-18,6.430066981646304e-18,-1.3123760259279613e-16,-6.919468479167405e-17,-6.776948052775879e-17,5.212585124851853e-17,5.099090183599163e-18,9.653173332195818e-17,-3.6886633623193465e-17,7.11344623110878e-17,-8.201747969405437e-17,-9.690456351783176e-17,-2.201282073864376e-17,3.965218455254318e-17,3.2526723290282334e-19,4.5689698972377734e-17,-1.4392328735477223e-17,-8.02839094980221e-17,3.1082486310660655e-17,-1.1313406412064926e-16,3.116441440034939e-17,-2.262289699632832e-17,9.449201103958333e-17,-5.570148725184114e-17,3.3722062989274824e-17,2.702702556326024e-17,-1.864893916563611e-17,-5.5942864647938935e-18,7.487445652215253e-17,4.377503692358968e-17,-8.498023809249874e-17,-2.7696791604256923e-17,2.946706535292646e-17,-1.8575637684092902e-16,-1.0440534936489686e-16,7.324325303701506e-20,2.976779871791267e-17,-3.790200045045433e-18,7.598691848910829e-18
20.2020202020202,-6.479912494357313e-17,9.879503031462099e-17,5.866410602388407e-17,-9.87794610398605e-18,6.430066980869369e-18,-1.3123760257947135e-16,-6.91946847837999e-17,-6.776948052075976e-17,5.212585124366432e-17,5.099090182824337e-18,9.6531733312326e-17,-3.6886633619265603e-17,7.113446230455212e-17,-8.201747968556119e-17,-9.690456350854751e-17,-2.201282073599947e-17,3.9652184548574867e-17,3.2526723257879583e-19,4.5689698968051596e-17,-1.4392328733459437e-17,-8.02839094896668e-17,3.108248630760855e-17,-1.1313406410917558e-16,3.116441439672108e-17,-2.26228969938304e-17,9.449201103008433e-17,-5.570148724655158e-17,3.3722062985494436e-17,2.702702556013567e-17,-1.8648939164155216e-17,-5.5942864648811066e-18,7.487445651464879e-17,4.377503691956318e-17,-8.498023808365778e-17,-2.7696791602433332e-17,2.9467065349858153e-17,-1.8575637682181376e-16,-1.0440534935479082e-16,7.324325225573563e-20,2.9767798714444433e-17,-3.790200044842882e-18,7.598691848055793e-18
25.252525252525253,-1.5182966090421777e-16,3.818629813404633e-18,6.054807057334235e-17,1.1337533385592788e-17,8.141273177592161e-17,-7.717066418944899e-17,-1.3577653356894525e-16,-1.68974038539515e-17,-1.5293380073894586e-16,6.858842891269141e-17,1.0583733418279686e-16,3.090195931515243e-17,-4.0320595535561675e-18,-3.724829742328354e-17,3.006525740455195e-17,5.829859773376177e-17,-1.331117111879812e-16,5.966911020935553e-17,4.856964146099551e-17,-2.0153902456070574e-16,7.46013962350572e-17,-1.1159068816471181e-17,-1.0162560591305562e-16,7.485570043802317e-18,-2.1378189975156614e-17,1.1894582787714385e-16,-1.2793064961935702e-17,1.6359000407351015e-17,4.206799953706431e-17,4.323714393339526e-18,7.320553545103223e-17,6.266854957117434e-17,-1.4912352784159068e-16,-1.2325351996275222e-16,4.142671826684021e-17,-8.594806727464167e-17,-1.2728553258490247e-16,-3.8525483362177016e-17,6.476508060386495e-17,2.478418945869687e-17,2.469314798220127e-17,-1.161768067224131e-16
30.3030303030303,1.5261313092023255e-17,1.765856261483069e-17,-2.8288441602396255e-17,2.1036121428920532e-17,3.700812345986505e-17,1.3198499711788264e-16,-1.88488465633403e-17,2.5935535770421684e-17,3.583763493995821e-18,7.436667051206525e-17,-5.756339620170048e-17,4.582711981267247e-17,8.892966822809317e-18,2.7477752214116684e-17,-4.820073412860161e-17,-8.955249315496854e-18,-1.3766894205662605e-17,-4.0817035164974414e-17,1.0857009246897996e-17,-7.030785228273051e-17,-5.9578028563981945e-18,2.0241364898919064e-16,-1.264958173193873e-16,-1.6115396992430709e-16,4.970168013771043e-19,1.5617201385292918e-16,-3.914360740764336e-17,1.6659239902634098e-16,1.1245082114614837e-16,8.066198661295435e-17,2.800099067726512e-17,-8.903072710240814e-17,-2.3371373314755453e-17,-7.188603298308308e-17,5.815963722661052e-17,-1.1918362181505698e-16,9.146247536296485e-17,3.156503048558237e-17,-2.735702340065997e-18,-1.2673499727588186e-16,8.298083983646587e-17,-1.5691018126817068e-16
35.35353535353535,1.5261313085579534e-17,1.765856260943536e-17,-2.8288441592810516e-17,2.1036121421674204e-17,3.700812344933157e-17,1.3198499707444791e-16,-1.8848846558757923e-17,2.593553576149559e-17,3.583763491664848e-18,7.436667048961365e-17,-5.756339618375158e-17,4.582711979702902e-17,8.892966820191562e-18,2.747775220629766e-17,-4.820073411329454e-17,-8.955249313649234e-18,-1.3766894201366422e-17,-4.081703515050846e-17,1.0857009243880608e-17,-7.030785226062468e-17,-5.95780285498044e-18,2.024136489251678e-16,-1.264958172788772e-16,-1.6115396987213012e-16,4.970168008773944e-19,1.5617201380373473e-16,-3.9143607394548967e-17,1.6659239897493508e-16,1.1245082111066294e-16,8.066198659014002e-17,2.800099067002699e-17,-8.903072707477922e-17,-2.3371373309025688e-17,-7.188603296219251e-17,5.815963721044985e-17,-1.1918362177674275e-16,9.146247533169896e-17,3.156503047609809e-17,-2.7357023384178376e-18,-1.2673499723515585e-16,8.298083981152177e-17,-1.5691018121785324e-16
40.4040404040404,-1.5182966072271557e-16,3.8186298087489125e-18,6.054807050094292e-17,1.1337533371937139e-17,8.14127316787048e-17,-7.717066409694153e-17,-1.3577653340688627e-16,-1.6897403833833188e-17,-1.5293380055652156e-16,6.858842883101288e-17,1.0583733405612297e-16,3.0901959278251145e-17,-4.032059549061278e-18,-3.724829737881532e-17,3.0065257368645493e-17,5.829859766392542e-17,-1.3311171102896497e-16,5.966911013812934e-17,4.8569641402791464e-17,-2.01539024319939e-16,7.460139614577724e-17,-1.1159068803294571e-17,-1.0162560579154221e-16,7.48557003488568e-18,-2.1378189949532446e-17,1.189458277347408e-16,-1.2793064946512855e-17,1.6359000387854256e-17,4.206799948667091e-17,4.323714388301278e-18,7.320553536362156e-17,6.26685494961137e-17,-1.491235276635751e-16,-1.232535198157486e-16,4.142671821755604e-17,-8.594806717200959e-17,-1.2728553243268887e-16,-3.8525483315835345e-17,6.476508052660245e-17,2.4784189429110712e-17,2.469314795272668e-17,-1.1617680658375685e-16
45.45454545454545,-1.5182966063611676e-16,3.8186298075921135e-18,6.054807046661351e-17,1.133753336662205e-17,8.141273163107007e-17,-7.717066405579448e-17,-1.357765333265999e-16,-1.6897403823279878e-17,-1.5293380046481835e-16,6.858842878835666e-17,1.0583733399747118e-16,3.090195926017642e-17,-4.032059543104471e-18,-3.724829735689941e-17,3.0065257351108665e-17,5.829859763229631e-17,-1.331117109518058e-16,5.96691101029235e-17,4.856964137668901e-17,-2.0153902420319112e-16,7.460139610434013e-17,-1.1159068795093082e-17,-1.0162560573387961e-16,7.485570030257791e-18,-2.1378189938103395e-17,1.189458276692735e-16,-1.2793064940673568e-17,1.635900037785628e-17,4.20679994638453e-17,4.3237143843678905e-18,7.320553532072417e-17,6.266854946199541e-17,-1.4912352757568992e-16,-1.2325351974164987e-16,4.142671819124289e-17,-8.594806712171543e-17,-1.2728553236067687e-16,-3.852548329708982e-17,6.476508048786499e-17,2.478418941450576e-17,2.4693147938142934e-17,-1.1617680651495888e-16
