Time_fs,Coherence_Im_0_1,Coherence_Im_0_2,Coherence_Im_0_3,Coherence_Im_0_4,Coherence_Im_0_5,Coherence_Im_0_6,Coherence_Im_1_0,Coherence_Im_1_2,Coherence_Im_1_3,Coherence_Im_1_4,Coherence_Im_1_5,Coherence_Im_1_6,Coherence_Im_2_0,Coherence_Im_2_1,Coherence_Im_2_3,Coherence_Im_2_4,Coherence_Im_2_5,Coherence_Im_2_6,Coherence_Im_3_0,Coherence_Im_3_1,Coherence_Im_3_2,Coherence_Im_3_4,Coherence_Im_3_5,Coherence_Im_3_6,Coherence_Im_4_0,Coherence_Im_4_1,Coherence_Im_4_2,Coherence_Im_4_3,Coherence_Im_4_5,Coherence_Im_4_6,Coherence_Im_5_0,Coherence_Im_5_1,Coherence_Im_5_2,Coherence_Im_5_3,Coherence_Im_5_4,Coherence_Im_5_6,Coherence_Im_6_0,Coherence_Im_6_1,Coherence_Im_6_2,Coherence_Im_6_3,Coherence_Im_6_4,Coherence_Im_6_5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.05050505050505,1.17417260417304e-17,-7.213685892019666e-18,-2.987774105361606e-17,3.3843745271049903e-18,-1.3776310622069498e-17,1.602561222153011e-17,9.730801886869228e-17,2.065934864706619e-17,3.951579927046925e-17,-2.7541786910625536e-17,5.888176083873579e-18,2.3632604882393785e-17,6.321203003479292e-17,2.7374887657183623e-17,-4.623693506542876e-17,4.554049923513243e-17,1.1921279090518025e-18,-3.050765343190388e-17,2.7172302158357205e-17,6.002389095666174e-17,3.115761346900747e-17,7.067224948921024e-18,1.2451272060506113e-17,-5.240112163157334e-17,2.38057601378772e-17,-1.600645664032414e-18,-3.150712576879407e-17,-4.144744001650245e-17,-4.313587094267769e-17,-4.091741747437547e-17,-6.791711413436665e-17,1.1556468000903326e-18,3.8423995689738825e-17,3.2653435884623266e-17,-1.0011470806188099e-16,-1.1604168018565626e-17,4.9396447618828766e-17,-3.901606384321292e-17,-8.10301807849544e-17,-5.031750915342788e-17,-1.862128304004301e-17,-9.673424693888385e-18
10.1010101010101,1.174172604117084e-17,-7.213685892239266e-18,-2.9877741051177683e-17,3.3843745268596623e-18,-1.377631062074825e-17,1.6025612221175156e-17,9.730801885958682e-17,2.0659348645639982e-17,3.951579926600538e-17,-2.7541786907910003e-17,5.888176082360625e-18,2.3632604880374203e-17,6.321203002776921e-17,2.7374887655219498e-17,-4.623693505986263e-17,4.5540499230771987e-17,1.192127908553432e-18,-3.0507653428845086e-17,2.7172302155193657e-17,6.002389095077488e-17,3.1157613466647124e-17,7.067224947914849e-18,1.2451272060336993e-17,-5.240112162661174e-17,2.3805760135704002e-17,-1.6006456647742683e-18,-3.1507125765099835e-17,-4.144744001266466e-17,-4.3135870938606495e-17,-4.091741747009066e-17,-6.79171141274967e-17,1.1556467992592112e-18,3.8423995685464283e-17,3.2653435882157656e-17,-1.0011470805156839e-16,-1.1604168017682415e-17,4.9396447615645256e-17,-3.9016063838299873e-17,-8.103018077682252e-17,-5.031750914866207e-17,-1.8621283038137883e-17,-9.673424692990085e-18
15.15151515151515,1.1741726040611283e-17,-7.213685892458863e-18,-2.9877741048739314e-17,3.3843745266143335e-18,-1.3776310619427004e-17,1.602561222082021e-17,9.730801885048138e-17,2.0659348644213777e-17,3.9515799261541505e-17,-2.7541786905194466e-17,5.888176080847672e-18,2.363260487835462e-17,6.321203002074551e-17,2.737488765325537e-17,-4.62369350542965e-17,4.554049922641155e-17,1.1921279080550614e-18,-3.0507653425786284e-17,2.7172302152030112e-17,6.002389094488804e-17,3.1157613464286785e-17,7.067224946908674e-18,1.2451272060167875e-17,-5.240112162165016e-17,2.3805760133530807e-17,-1.6006456655161232e-18,-3.1507125761405605e-17,-4.1447440008826866e-17,-4.313587093453529e-17,-4.091741746580586e-17,-6.791711412062675e-17,1.1556467984280902e-18,3.8423995681189754e-17,3.265343587969204e-17,-1.0011470804125585e-16,-1.1604168016799205e-17,4.9396447612461746e-17,-3.901606383338683e-17,-8.103018076869062e-17,-5.0317509143896254e-17,-1.8621283036232756e-17,-9.673424692091785e-18
20.2020202020202,1.1741726040051728e-17,-7.213685892678464e-18,-2.9877741046300927e-17,3.3843745263690054e-18,-1.3776310618105754e-17,1.6025612220465258e-17,9.730801884137591e-17,2.0659348642787572e-17,3.9515799257077637e-17,-2.7541786902478933e-17,5.888176079334717e-18,2.3632604876335034e-17,6.32120300137218e-17,2.7374887651291242e-17,-4.6236935048730376e-17,4.554049922205112e-17,1.1921279075566906e-18,-3.050765342272749e-17,2.7172302148866574e-17,6.002389093900119e-17,3.1157613461926445e-17,7.067224945902497e-18,1.2451272059998757e-17,-5.2401121616688557e-17,2.380576013135761e-17,-1.6006456662579776e-18,-3.150712575771138e-17,-4.144744000498907e-17,-4.313587093046409e-17,-4.091741746152106e-17,-6.791711411375681e-17,1.1556467975969692e-18,3.842399567691522e-17,3.265343587722643e-17,-1.0011470803094328e-16,-1.1604168015915992e-17,4.939644760927825e-17,-3.901606382847379e-17,-8.10301807605587e-17,-5.0317509139130443e-17,-1.8621283034327623e-17,-9.673424691193485e-18
25.252525252525253,-1.1572183301393927e-18,2.382539762697649e-17,5.244864354754448e-18,2.691775455897505e-17,-2.7329695870880528e-17,-6.743206020985236e-17,6.523093022964755e-17,2.1205748228712882e-17,1.0310277969483654e-16,-8.186260236889922e-17,4.075644981397408e-17,-1.0232628689505785e-17,8.518488018245016e-17,1.5343998492229855e-17,-8.825235249957787e-18,3.8252492128236504e-17,2.779877274879512e-17,-2.6866270762709528e-17,3.7655418365230693e-17,4.0325104720629126e-17,2.6506779102950028e-17,4.271357874457127e-17,-7.797324746641669e-18,-8.29341173062779e-18,-1.7974236105916267e-17,5.626153718003217e-17,-3.405900920637614e-17,-1.5425269033517334e-17,2.7551721220212702e-17,-3.415721014834619e-17,-2.608323279210643e-17,3.8362464791088705e-17,6.480482188672172e-17,8.75817887017484e-17,-6.224212060803612e-17,2.89876872959126e-17,-1.4662007689275874e-17,-7.551596174599715e-17,-4.139205389567798e-17,-1.0735990880264621e-17,-1.1452508447028013e-17,5.817128787521392e-17
30.3030303030303,7.176292516090461e-17,-5.1531806501148484e-18,-3.2086172059390634e-17,2.8914265402833677e-17,-4.3918303180198943e-17,9.452457811709467e-17,5.58578459726978e-17,3.530877451132768e-17,5.1852778147135646e-17,-3.3261247286013524e-17,1.3389376631972625e-18,5.68846548588317e-17,-6.847856499869706e-18,-3.268830761543159e-17,-1.0757529644114e-17,4.0640756783293446e-17,1.6990802265855954e-19,-7.346559429854907e-17,-1.5999976083058306e-17,-6.199108208073182e-18,1.896777993700434e-17,3.41533034295098e-17,-4.2735201112546084e-17,-7.873874520020151e-17,1.4742406964702216e-17,1.769326789059091e-17,-3.7136189099285915e-17,-2.696275829207206e-17,1.5445475855518642e-17,-1.0189382155071705e-16,-6.454419739387923e-17,7.713834802467175e-18,6.72096621949609e-17,6.69086673020747e-17,-8.584289629694775e-17,-4.6508453550852783e-17,1.1543329084645153e-16,-1.6057797933731994e-17,-3.3966682773638567e-17,-4.8779992009645715e-17,-4.174262933152567e-17,-5.5886271141051e-17
35.35353535353535,7.176292513884573e-17,-5.153180648092626e-18,-3.2086172050029345e-17,2.891426539429369e-17,-4.391830316561614e-17,9.452457809065339e-17,5.585784595480993e-17,3.530877450090482e-17,5.185277813102293e-17,-3.3261247273886605e-17,1.3389376614340391e-18,5.688465484213429e-17,-6.8478564975229575e-18,-3.2688307604579214e-17,-1.0757529641880071e-17,4.0640756770389875e-17,1.69908022283817e-19,-7.346559427655546e-17,-1.599997607780696e-17,-6.199108207779643e-18,1.896777993094046e-17,3.4153303423571373e-17,-4.273520110215319e-17,-7.873874517937255e-17,1.474240696010897e-17,1.769326788871338e-17,-3.713618908860086e-17,-2.6962758279757593e-17,1.544547585332165e-17,-1.0189382151700532e-16,-6.454419737306431e-17,7.713834797977472e-18,6.720966217342157e-17,6.690866727949582e-17,-8.584289626877541e-17,-4.650845353911045e-17,1.1543329081253248e-16,-1.6057797927978733e-17,-3.3966682763092834e-17,-4.87799919973703e-17,-4.174262931654827e-17,-5.588627112726095e-17
40.4040404040404,-1.1572183293354054e-18,2.382539759851008e-17,5.2448643487157555e-18,2.691775452684071e-17,-2.7329695837899838e-17,-6.743206012953825e-17,6.523093015115213e-17,2.120574820329896e-17,1.0310277957100347e-16,-8.186260227077858e-17,4.07564497656575e-17,-1.0232628677155741e-17,8.518488008060441e-17,1.5343998473745442e-17,-8.825235239293338e-18,3.8252492082731766e-17,2.7798772715056415e-17,-2.686627073036579e-17,3.765541832040259e-17,4.0325104671655285e-17,2.6506779071548375e-17,4.271357869346869e-17,-7.797324737708499e-18,-8.293411720685246e-18,-1.7974236084511364e-17,5.626153711323076e-17,-3.4059009165710665e-17,-1.5425269015015476e-17,2.755172118743778e-17,-3.4157210107498014e-17,-2.6083232760647082e-17,3.836246474546918e-17,6.480482180868474e-17,8.758178859658244e-17,-6.224212053347355e-17,2.8987687260932634e-17,-1.466200767223455e-17,-7.551596165587206e-17,-4.1392053845950624e-17,-1.0735990867336199e-17,-1.1452508433243411e-17,5.817128780523242e-17
45.45454545454545,-1.1572183221591778e-18,2.382539758474917e-17,5.244864343124103e-18,2.6917754510992335e-17,-2.7329695825796764e-17,-6.743206008774333e-17,6.523093011975205e-17,2.1205748191922108e-17,1.0310277951872642e-16,-8.186260222700348e-17,4.075644973785597e-17,-1.0232628672642197e-17,8.518488003216286e-17,1.534399846658722e-17,-8.82523523554708e-18,3.825249205839937e-17,2.779877270490433e-17,-2.6866270717594055e-17,3.7655418296828453e-17,4.0325104657291047e-17,2.6506779053219556e-17,4.271357866957116e-17,-7.797324728897317e-18,-8.293411716273482e-18,-1.797423607333611e-17,5.6261537076018e-17,-3.4059009145724344e-17,-1.5425269006914405e-17,2.7551721169908792e-17,-3.4157210088190224e-17,-2.6083232748903146e-17,3.836246472088648e-17,6.480482177810061e-17,8.758178855188941e-17,-6.224212049973012e-17,2.8987687248078e-17,-1.4662007658404524e-17,-7.551596161112215e-17,-4.1392053825107785e-17,-1.0735990862272843e-17,-1.1452508427767236e-17,5.81712877770201e-17
