timestamp,success,message,pce,etr,spce,optimal_performance,initial_param_0,initial_param_1,initial_param_2,initial_param_3,initial_param_4,initial_param_5,initial_param_6,initial_param_7,initial_param_8
20260127_153619,False,No message,0.005883560889647105,0.3365299167934981,0.1712067388415726,0.0,0.01,600,50,0.01,600,50,0.01,600,50
