wavelength_nm,solar_irradiance,transmission_func_0,transmission_func_1
578.0,2.9623189009875,0.8,0.9554113294788671
580.0,2.9567301392635654,0.8,0.9685948165163961
582.0,2.951020414899605,0.8,0.9795128190345935
584.0,2.945199186909193,0.8,0.9881366304690893
586.0,2.939275608184834,0.8,0.9944551726563435
588.0,2.93325851787926,0.8,0.9984746854823475
590.0,2.9271564356999384,0.8,1.0
592.0,2.9209775580145934,0.8,0.9997251558088466
594.0,2.914729755660275,0.8,0.9970501582575632
596.0,2.9084205733446318,0.8,0.9922626046215098
598.0,2.902057230525592,0.8,0.9854454922442574
600.0,2.8956466236543497,0.8,0.9766944540601915
602.0,2.8891953296664545,0.8,0.9661166993832732
604.0,2.8827096106065904,0.8,0.9538299267532611
606.0,2.876195419274402,0.8,0.9399612249158531
608.0,2.869658405781195,0.8,0.9246459757837173
610.0,2.863103924910468,0.8,0.908026770763863
612.0,2.856537044178981,0.8,0.8902523492338742
614.0,2.8499625524991905,0.8,0.8714765652989377
616.0,2.8433849693484383,0.8,0.8518573863570826
618.0,2.836808554355089,0.8,0.8315559245333756
620.0,2.830237317216845,0.8,0.8107354998012258
622.0,2.8236750278716714,0.8,0.7895607316691338
624.0,2.8171252268469718,0.8,0.768196654742088
626.0,2.810591235718021,0.8,0.7468078523235094
628.0,2.8040761676118415,0.8,0.7255576015460327
630.0,2.7975829376980035,0.8,0.7046070233307978
632.0,2.7911142736129078,0.8,0.6841142307805087
634.0,2.7846727257690915,0.8,0.6642334703980713
636.0,2.7782606775059704,0.8,0.645114251758617
638.0,2.7718803550430757,0.8,0.6269004628988696
640.0,2.765533837201339,0.8,0.6097294706589957
642.0,2.759223064862256,0.8,0.5937312074390889
644.0,2.752949850138851,0.8,0.5790272482250624
646.0,2.7467158852361884,0.8,0.5657298841988472
648.0,2.740522750982859,0.8,0.5539412016731272
650.0,2.734371925018246,0.8,0.5437521773786926
652.0,2.7282647896236014,0.8,0.5352418031838813
654.0,2.722202639187921,0.8,0.5284762550487795
656.0,2.7161866873023666,0.8,0.5235081223313118
658.0,2.7102180734795467,0.8,0.5203757144015219
660.0,2.70429786949628,0.8,0.5191024618344261
662.0,2.6984270853606214,0.8,0.5196964292097161
664.0,2.6926066749058792,0.8,0.5221499557369274
666.0,2.686837541016078,0.8,0.5264394385564033
668.0,2.6811205404889513,0.8,0.5325252716681875
670.0,2.6754564885438707,0.8,0.5403519510602388
672.0,2.669846162983472,0.8,0.5498483538082808
674.0,2.664290308018688,0.8,0.5609281957806461
676.0,2.658789637767962,0.8,0.5734906691925166
678.0,2.6533448394421235,0.8,0.5874212577128571
680.0,2.6479565762271142,0.8,0.6025927232363977
682.0,2.642625489877291,0.8,0.618866254895451
684.0,2.637352203032447,0.8,0.636092767502611
686.0,2.632137321272026,0.8,0.6541143334799313
688.0,2.6269814349202236,0.8,0.6727657295284686
690.0,2.621885120615776,0.8,0.6918760768979617
692.0,2.616848942660332,0.8,0.7112705521900778
694.0,2.611873454159199,0.8,0.7307721442152678
696.0,2.606959197968208,0.8,0.7502034315518002
698.0,2.602106707460252,0.8,0.7693883551388756
700.0,2.5973165071248148,0.8,0.7881539604704232
702.0,2.5925891130135477,0.8,0.8063320847237778
704.0,2.587925033044624,0.8,0.8237609654253252
706.0,2.5833247671782193,0.8,0.8402867489784104
708.0,2.5787888074751004,0.8,0.8557648795021083
710.0,2.574317638049847,0.8,0.8700613508891972
712.0,2.569911734929798,0.8,0.883053807718443
714.0,2.5655715658303317,0.8,0.8946324835771211
716.0,2.561297589856612,0.8,0.9047009683900823
718.0,2.5570902571414256,0.8,0.9131767994384101
720.0,2.552950008428212,0.8,0.9199918738131038
722.0,2.5488772746079302,0.8,0.9250926830215266
724.0,2.544872476217823,0.8,0.9284403732867695
726.0,2.5409360229096767,0.8,0.9300106377003081
728.0,2.537068312894647,0.8,0.9297934487621194
730.0,2.533269732371238,0.8,0.92779264193449
732.0,2.5295406549424997,0.8,0.9240253626197111
734.0,2.525881441028067,0.8,0.9185213904304672
736.0,2.522292437276161,0.8,0.9113223557464684
738.0,2.5187739759802406,0.8,0.9024808643414982
740.0,2.5153263745045513,0.8,0.8920595463289193
742.0,2.5119499347223715,0.8,0.8801300458249169
744.0,2.508644942470407,0.8,0.8667719675872781
746.0,2.5054116670223237,0.8,0.8520717964781271
748.0,2.502250360584099,0.8,0.8361218049502744
750.0,2.499161257813496,0.8,0.8190189629000098
752.0,2.496144575365647,0.8,0.8008638631973544
754.0,2.4932005114663887,0.8,0.7817596750317904
756.0,2.490329245514755,0.8,0.761811135931131
758.0,2.487530937715709,0.8,0.7411235919563374
760.0,2.4848057287439604,0.8,0.7198020941772331
762.0,2.4821537394394912,0.8,0.6979505581223642
764.0,2.4795750705351676,0.8,0.6756709914976298
766.0,2.4770698024166458,0.8,0.6530627941065031
768.0,2.4746379949145636,0.8,0.6302221326005832
770.0,2.472279687128881,0.8,0.6072413914602972
772.0,2.4699948972850327,0.8,0.5842087004661535
774.0,2.467783622621487,0.8,0.5612075378821304
776.0,2.465645839308109,0.8,0.538316407642329
778.0,2.463581502394683,0.8,0.5156085880152783
780.0,2.4615905457888045,0.8,0.4931519485192189
782.0,2.4596728822623315,0.8,0.47100883127651283
784.0,2.4578284034854287,0.8,0.44923599252356605
786.0,2.4560569800872725,0.8,0.42788459963028413
788.0,2.454358461742369,0.8,0.4070002787243928
790.0,2.452732677281422,0.8,0.3866232078540362
792.0,2.4511794348256704,0.8,0.36678825054903413
794.0,2.4496985219435636,0.8,0.34752512464842394
796.0,2.448289705828653,0.8,0.32885860134048905
798.0,2.446952733497559,0.8,0.3108087295020513
800.0,2.445687332006875,0.8,0.2933910806173434
802.0,2.4444932086878692,0.8,0.2766170097940447
804.0,2.4433700513978636,0.8,0.2604939286665674
806.0,2.442317528787169,0.8,0.24502558627596935
808.0,2.4413352905804935,0.8,0.23021235433444262
810.0,2.4404229678717373,0.8,0.21605151361297298
812.0,2.43958017343114,0.8,0.20253753852717607
814.0,2.438806502023748,0.8,0.1896623773327691
816.0,2.4381015307382135,0.8,0.1774157256736838
818.0,2.437464819324969,0.8,0.16578529154819008
820.0,2.4368959105428467,0.8,0.15475705006802948
822.0,2.4363943305132487,0.8,0.14431548667957492
824.0,2.435959589081023,0.8,0.13444382779209807
826.0,2.4355911801812002,0.8,0.12512425801474694
828.0,2.4352885822108337,0.0,0.11633812343956684
830.0,2.4350512584051764,0.0,0.10806612062218626
832.0,2.434878657217494,0.0,0.1002884711044188
834.0,2.434770212701832,0.0,0.09298508149402655
836.0,2.4347253448981077,0.0,0.08613568926678142
838.0,2.434743460218911,0.0,0.07971999458535174
840.0,2.4348239518374726,0.0,0.07371777853939596
842.0,2.434966200076229,0.0,0.068109008302633
844.0,2.4351695727955245,0.0,0.06287392977675367
846.0,2.435433425781956,0.0,0.057993148350183314
848.0,2.4357571031359444,0.0,0.053447698443221975
850.0,2.4361399376581137,0.0,0.04921910254135127
852.0,2.4365812512341205,0.0,0.04528942043691958
854.0,2.4370803552175744,0.0,0.041641289407296805
856.0,2.4376365508107405,0.0,0.038257956056304415
858.0,2.4382491294427293,0.0,0.03512330053649012
860.0,2.4389173731449043,0.0,0.0322218538538403
862.0,2.439640554923284,0.0,0.029538808934931965
864.0,2.4404179391276792,0.0,0.0270600261103431
866.0,2.4412487818174182,0.0,0.024772033638328486
868.0,2.4421323311234393,0.0,0.022662023860177436
870.0,2.4430678276066136,0.0,0.020717845544108028
872.0,2.4440545046121627,0.0,0.018927992938670098
874.0,2.4450915886200275,0.0,0.01728159202007542
876.0,2.4461782995910997,0.0,0.015768384381151156
878.0,2.447313851309216,0.0,0.01437870917319404
880.0,2.448497451718843,0.0,0.013103483476255475
882.0,2.449728303258372,0.0,0.011934181438650174
884.0,2.451005603188991,0.0,0.010862812492996789
886.0,2.452328543919075,0.0,0.009881898924078699
888.0,2.453696313324074,0.0,0.008984453033414523
890.0,2.455108095061862,0.0,0.008163954116763341
892.0,2.4565630688835562,0.0,0.007414325443923548
894.0,2.4580604109397672,0.0,0.006729911405174363
896.0,2.4595992940823086,0.0,0.006105454965546733
898.0,2.4611788881613625,0.0,0.00553607554679974
900.0,2.4627983603181067,0.0,0.005017247437472533
902.0,2.4644568752728335,0.0,0.0045447788136385725
904.0,2.4661535956085716,0.0,0.004114791436938847
906.0,2.4678876820502396,0.0,0.003723701082040575
908.0,2.4696582937393687,0.0,0.003368198732774601
910.0,2.4714645885044098,0.0,0.0030452325747609386
912.0,2.473305723126669,0.0,0.0027519908022409535
914.0,2.4751808536019224,0.0,0.00248588524801001
916.0,2.477089135397709,0.0,0.002244535837683516
918.0,2.4790297237063856,0.0,0.0020257558629455485
920.0,2.481001773693955,0.0,0.0018275380628272279
922.0,2.4830044407447134,0.0,0.001648041497354296
924.0,2.485036880701774,0.0,0.0014855791940059856
926.0,2.4870982501034784,0.0,0.0013386065442571005
928.0,2.489187706415768,0.0,0.0012057104249571134
930.0,2.491304408260536,0.0,0.0010855990173616148
932.0,2.4934475156400078,0.0,0.0009770922952045465
934.0,2.495616190157184,0.0,0.0008791131522226258
936.0,2.497809595232397,0.0,0.0007906791389582877
938.0,2.5000268963159993,0.0,0.0007108947784206792
940.0,2.5022672610972414,0.0,0.000638944430228335
942.0,2.5045298597093537,0.0,0.0005740856731474245
944.0,2.506813864930886,0.0,0.000515643176436206
946.0,2.509118452383327,0.0,0.0004630030310742776
948.0,2.5114428007250273,0.0,0.0004156075127618667
950.0,2.513786091841477,0.0,0.00037295024949160786
952.0,2.516147511031952,0.0,0.00033457176749811615
954.0,2.5185262471925522,0.0,0.000300055390456615
956.0,2.5209214929956696,0.0,0.00026902346791216725
958.0,2.523332445065905,0.0,0.0002411339100587474
960.0,2.5257583041524527,0.0,0.00021607700713814363
962.0,2.52819827529798,0.0,0.00019357251288048302
964.0,2.530651568004018,0.0,0.0001733669725503599
966.0,2.533117396392889,0.0,0.0001552312772869552
968.0,2.5355949793661705,0.0,0.0001389584275257248
970.0,2.538083540759739,0.0,0.00012436148935773033
972.0,2.540582309495384,0.0,0.00011127172871586812
974.0,2.5430905197290175,0.0,9.953690927171614e-05
976.0,2.5456074109954923,0.0,8.901974087988152e-05
978.0,2.54813222835004,0.0,7.959646631686106e-05
980.0,2.550664222506334,0.0,7.115557492747074e-05
982.0,2.553202649971197,0.0,6.359663261333762e-05
984.0,2.5557467731759513,0.0,5.6829218374842854e-05
986.0,2.558295860604434,0.0,5.077195835059592e-05
988.0,2.5608491869176713,0.0,4.5351648987873296e-05
990.0,2.5634060330752315,0.0,4.050246162440208e-05
992.0,2.565965686453252,0.0,3.616522136776685e-05
994.0,2.568527440959155,0.0,3.228675372490267e-05
996.0,2.571090597143061,0.0,2.8819292962259903e-05
998.0,2.573654462305887,0.0,2.571994666887773e-05
1000.0,2.576218350604171,0.0,2.295021145152708e-05
1002.0,2.578781583151583,0.0,2.0475535115023354e-05
1004.0,2.5813434881171724,0.0,1.826492107353387e-05
1006.0,2.5839034008203217,0.0,1.6290571101955794e-05
1008.0,2.5864606638224372,0.0,1.4527562871962095e-05
1010.0,2.5890146270153767,0.0,1.295355902679612e-05
1012.0,2.5915646477065994,0.0,1.1548544833990087e-05
1014.0,2.5941100907010917,0.0,1.029459171747885e-05
1016.0,2.5966503283800204,0.0,9.175644211628295e-06
1018.0,2.599184740776165,0.0,8.177328100946219e-06
1020.0,2.6017127156461113,0.0,7.286777712112942e-06
1022.0,2.6042336485392306,0.0,6.4924805107802214e-06
1024.0,2.60674694286344,0.0,5.784137325605943e-06
1026.0,2.60925200994777,0.0,5.1525366774094966e-06
1028.0,2.611748269101732,0.0,4.589441833267062e-06
1030.0,2.6142351476715118,0.0,4.087489334871748e-06
1032.0,2.6167120810929942,0.0,3.6400978685461634e-06
1034.0,2.6191785129416387,0.0,3.2413864518324793e-06
1036.0,2.6216338949792055,0.0,2.886101009459569e-06
1038.0,2.6240776871973654,0.0,2.569548500493754e-06
1040.0,2.626509357858198,0.0,2.2875378393635057e-06
1042.0,2.6289283835315973,0.0,2.036326926893956e-06
1044.0,2.631334249129605,0.0,1.8125751741344107e-06
1046.0,2.633726447937686,0.0,1.6133009621950727e-06
1048.0,2.636104481642974,0.0,1.4358435360744672e-06
1050.0,2.638467860359497,0.0,1.27782888005331e-06
1052.0,2.6408161026504127,0.0,1.1371391671165883e-06
1054.0,2.6431487355472814,0.0,1.011885415463245e-06
1056.0,2.645465294566381,0.0,9.003830218629607e-07
1058.0,2.6477653237221213,0.0,8.011298747750516e-07
1060.0,2.6500483755375455,0.0,7.127867800831316e-07
1062.0,2.6523140110519816,0.0,6.341599593174429e-07
1064.0,2.6545617998258515,0.0,5.641854046072901e-07
1066.0,2.6567913199426703,0.0,5.019148965775311e-07
1068.0,2.6590021580082817,0.0,4.4650351120145944e-07
1070.0,2.661193909147325,0.0,3.971984594544341e-07
1072.0,2.663366176997022,0.0,3.533291196666175e-07
1074.0,2.6655185736982547,0.0,3.1429813691903627e-07
1076.0,2.6676507198840285,0.0,2.7957347682133933e-07
1078.0,2.669762244665303,0.0,2.48681332692364e-07
1080.0,2.6718527856142766,0.0,2.2119979566433958e-07
1082.0,2.6739219887451164,0.0,1.967532066642132e-07
1084.0,2.675969508492213,0.0,1.7500711769626339e-07
1086.0,2.6779950076859698,0.0,1.5566379745434722e-07
1088.0,2.679998157526178,0.0,1.3845822311569707e-07
1090.0,2.6819786375530383,0.0,1.2315450628930842e-07
1092.0,2.683936135615816,0.0,1.0954270658100516e-07
1094.0,2.685870347839252,0.0,9.743599115783308e-08
1096.0,2.687780978587696,0.0,8.666810310398322e-08
1098.0,2.6896677404270544,0.0,7.709110531087218e-08
1100.0,2.6915303540845925,0.0,6.857337018189307e-08
