metric,value
final_population_site_1,0.48529637040286455
final_population_site_2,0.1887391621460052
final_population_site_3,0.09330334397517404
final_coherence,3.827356255481972
final_qfi,100.0
average_etr,0.027357350930600495
max_qfi,100.0
min_qfi,0.18755887435609264
